,Temperature (K),Concentration A (mol/L),Concentration B (mol/L),Reaction Rate (mol/L·s)
617,360,0.2,0.8,20.965711176233846
618,360,0.2,0.9,23.58642136984397
619,360,0.2,1.0,26.207130740473357
620,360,0.30000000000000004,0.1,3.9310745489670267
621,360,0.30000000000000004,0.2,7.862147863458691
622,360,0.30000000000000004,0.30000000000000004,11.793219943475574
623,360,0.30000000000000004,0.4,15.724290789018257
624,360,0.30000000000000004,0.5,19.65536040008732
625,360,0.30000000000000004,0.6,23.586428776683352
626,360,0.30000000000000004,0.7000000000000001,27.517495918806922
627,360,0.30000000000000004,0.8,31.448561826458622
628,360,0.30000000000000004,0.9,35.37962649963903
629,360,0.30000000000000004,1.0,39.31068993834873
630,360,0.4,0.1,5.24143190897246
631,360,0.4,0.2,10.482862171978288
632,360,0.4,0.30000000000000004,15.724290789018255
633,360,0.4,0.4,20.965717760093142
634,360,0.4,0.5,26.207143085203718
635,360,0.4,0.6,31.448566764350765
636,360,0.4,0.7000000000000001,36.68998879753505
637,360,0.4,0.8,41.931409184757364
638,360,0.4,0.9,47.17282792601847
639,360,0.4,1.0,52.41424502131914
640,360,0.5,0.1,6.551788857486429
641,360,0.5,0.2,13.103575657515213
642,360,0.5,0.30000000000000004,19.65536040008732
643,360,0.5,0.4,26.207143085203718
644,360,0.5,0.5,32.75892371286538
645,360,0.5,0.6,39.310702283073276
646,360,0.5,0.7000000000000001,45.86247879582837
647,360,0.5,0.8,52.414253251131626
648,360,0.5,0.9,58.966025648984036
649,360,0.5,1.0,65.51779598938654
650,360,0.6,0.1,7.862145394509128
651,360,0.6,0.2,15.724288320069858
652,360,0.6,0.30000000000000004,23.586428776683352
653,360,0.6,0.4,31.44856676435077
654,360,0.6,0.5,39.310702283073276
655,360,0.6,0.6,47.17283533285204
656,360,0.6,0.7000000000000001,55.03496591368822
657,360,0.6,0.8,62.89709402558297
658,360,0.6,0.9,70.75921966853747
659,360,0.6,1.0,78.62134284255288
660,360,0.7000000000000001,0.1,9.17250152004075
661,360,0.7000000000000001,0.2,18.345000159642606
662,360,0.7000000000000001,0.30000000000000004,27.517495918806926
663,360,0.7000000000000001,0.4,36.68998879753506
664,360,0.7000000000000001,0.5,45.86247879582837
665,360,0.7000000000000001,0.6,55.03496591368822
666,360,0.7000000000000001,0.7000000000000001,64.20745015111595
667,360,0.7000000000000001,0.8,73.37993150811293
668,360,0.7000000000000001,0.9,82.55240998468052
669,360,0.7000000000000001,1.0,91.72488558082006
670,360,0.8,0.1,10.48285723408149
671,360,0.8,0.2,20.965711176233846
672,360,0.8,0.30000000000000004,31.44856182645862
673,360,0.8,0.4,41.931409184757364
674,360,0.8,0.5,52.414253251131626
675,360,0.8,0.6,62.897094025582966
676,360,0.8,0.7000000000000001,73.37993150811292
677,360,0.8,0.8,83.86276569872307
678,360,0.8,0.9,94.34559659741491
679,360,0.8,1.0,104.82842420419004
680,360,0.9,0.1,11.793212536631538
681,360,0.9,0.2,23.58642136984397
682,360,0.9,0.30000000000000004,35.37962649963903
683,360,0.9,0.4,47.17282792601847
684,360,0.9,0.5,58.966025648984036
685,360,0.9,0.6,70.75921966853747
686,360,0.9,0.7000000000000001,82.55240998468051
687,360,0.9,0.8,94.34559659741491
688,360,0.9,0.9,106.13877950674241
689,360,0.9,1.0,117.93195871266477
690,360,1.0,0.1,13.103567427691093
691,360,1.0,0.2,26.207130740473357
692,360,1.0,0.30000000000000004,39.31068993834873
693,360,1.0,0.4,52.41424502131914
694,360,1.0,0.5,65.51779598938654
695,360,1.0,0.6,78.62134284255288
696,360,1.0,0.7000000000000001,91.72488558082006
697,360,1.0,0.8,104.82842420419004
698,360,1.0,0.9,117.93195871266477
699,360,1.0,1.0,131.0354891062462
700,370,0.1,0.1,2.5793762027967455
701,370,0.1,0.2,5.158751243202249
702,370,0.1,0.30000000000000004,7.738125121217298
703,370,0.1,0.4,10.317497836842671
704,370,0.1,0.5,12.896869390079162
705,370,0.1,0.6,15.476239780927553
706,370,0.1,0.7000000000000001,18.055609009388636
707,370,0.1,0.8,20.634977075463183
708,370,0.1,0.9,23.214343979151995
709,370,0.1,1.0,25.793709720455848
710,370,0.2,0.1,5.158751243202249
711,370,0.2,0.2,10.317500161623062
712,370,0.2,0.30000000000000004,15.476246755264011
713,370,0.2,0.4,20.63499102412666
714,370,0.2,0.5,25.793732968212588
715,370,0.2,0.6,30.952472587523367
716,370,0.2,0.7000000000000001,36.11120988206058
717,370,0.2,0.8,41.26994485182577
718,370,0.2,0.9,46.42867749682053
719,370,0.2,1.0,51.58740781704642
720,370,0.30000000000000004,0.1,7.738125121217298
721,370,0.30000000000000004,0.2,15.476246755264011
722,370,0.30000000000000004,0.30000000000000004,23.214364902142503
723,370,0.30000000000000004,0.4,30.952479561855114
724,370,0.30000000000000004,0.5,38.69059073440422
725,370,0.30000000000000004,0.6,46.42869841979217
726,370,0.30000000000000004,0.7000000000000001,54.166802618021336
727,370,0.30000000000000004,0.8,61.90490332909404
728,370,0.30000000000000004,0.9,69.64300055301268
729,370,0.30000000000000004,1.0,77.38109428977958
730,370,0.4,0.1,10.317497836842671
731,370,0.4,0.2,20.63499102412666
732,370,0.4,0.30000000000000004,30.952479561855114
733,370,0.4,0.4,41.269963450031156
734,370,0.4,0.5,51.587442688657944
735,370,0.4,0.6,61.90491727773863
736,370,0.4,0.7000000000000001,72.22238721727636
737,370,0.4,0.8,82.53985250727425
738,370,0.4,0.9,92.85731314773547
739,370,0.4,1.0,103.17476913866314
740,370,0.5,0.1,12.896869390079162
741,370,0.5,0.2,25.793732968212588
742,370,0.5,0.30000000000000004,38.69059073440422
743,370,0.5,0.4,51.587442688657944
744,370,0.5,0.5,64.48428883097775
745,370,0.5,0.6,77.38112916136753
746,370,0.5,0.7000000000000001,90.27796367983122
747,370,0.5,0.8,103.17479238637273
748,370,0.5,0.9,116.07161528099603
749,370,0.5,1.0,128.968432363705
750,370,0.6,0.1,15.476239780927555
751,370,0.6,0.2,30.95247258752337
752,370,0.6,0.30000000000000004,46.42869841979217
753,370,0.6,0.4,61.90491727773864
754,370,0.6,0.5,77.38112916136753
755,370,0.6,0.6,92.85733407068354
756,370,0.6,0.7000000000000001,108.33353200569138
757,370,0.6,0.8,123.80972296639577
758,370,0.6,0.9,139.28590695280144
759,370,0.6,1.0,154.76208396491305
760,370,0.7000000000000001,0.1,18.055609009388636
761,370,0.7000000000000001,0.2,36.11120988206058
762,370,0.7000000000000001,0.30000000000000004,54.166802618021336
763,370,0.7000000000000001,0.4,72.22238721727636
764,370,0.7000000000000001,0.5,90.27796367983122
765,370,0.7000000000000001,0.6,108.3335320056914
766,370,0.7000000000000001,0.7000000000000001,126.38909219486237
767,370,0.7000000000000001,0.8,144.44464424734963
768,370,0.7000000000000001,0.9,162.50018816315875
769,370,0.7000000000000001,1.0,180.55572394229512
770,370,0.8,0.1,20.634977075463183
771,370,0.8,0.2,41.26994485182577
772,370,0.8,0.30000000000000004,61.90490332909404
773,370,0.8,0.4,82.53985250727425
774,370,0.8,0.5,103.17479238637273
775,370,0.8,0.6,123.80972296639575
776,370,0.8,0.7000000000000001,144.44464424734963
777,370,0.8,0.8,165.0795562292406
778,370,0.8,0.9,185.71445891207497
779,370,0.8,1.0,206.349352295859
780,370,0.9,0.1,23.214343979151995
781,370,0.9,0.2,46.42867749682053
782,370,0.9,0.30000000000000004,69.64300055301267
783,370,0.9,0.4,92.85731314773547
784,370,0.9,0.5,116.07161528099603
785,370,0.9,0.6,139.2859069528014
786,370,0.9,0.7000000000000001,162.50018816315873
787,370,0.9,0.8,185.71445891207497
788,370,0.9,0.9,208.92871919955726
789,370,0.9,1.0,232.14296902561264
790,370,1.0,0.1,25.793709720455848
791,370,1.0,0.2,51.58740781704642
792,370,1.0,0.30000000000000004,77.38109428977958
793,370,1.0,0.4,103.17476913866314
794,370,1.0,0.5,128.968432363705
795,370,1.0,0.6,154.76208396491305
796,370,1.0,0.7000000000000001,180.55572394229512
797,370,1.0,0.8,206.349352295859
798,370,1.0,0.9,232.14296902561264
799,370,1.0,1.0,257.9365741315639
800,380,0.1,0.1,4.899581137610105
801,380,0.1,0.2,9.79915916631993
802,380,0.1,0.30000000000000004,14.698734086132434
803,380,0.1,0.4,19.598305897050572
804,380,0.1,0.5,24.497874599077306
805,380,0.1,0.6,29.397440192215598
806,380,0.1,0.7000000000000001,34.29700267646841
807,380,0.1,0.8,39.19656205183868
808,380,0.1,0.9,44.096118318329395
809,380,0.1,1.0,48.99567147594349
810,380,0.2,0.1,9.79915916631993
811,380,0.2,0.2,19.59831211484324
812,380,0.2,0.30000000000000004,29.397458845575862
813,380,0.2,0.4,39.19659935852369
814,380,0.2,0.5,48.99573365369266
815,380,0.2,0.6,58.79486173108868
816,380,0.2,0.7000000000000001,68.5939835907177
817,380,0.2,0.8,78.39309923258558
818,380,0.2,0.9,88.19220865669828
819,380,0.2,1.0,97.9913118630617
820,380,0.30000000000000004,0.1,14.698734086132434
821,380,0.30000000000000004,0.2,29.397458845575862
822,380,0.30000000000000004,0.30000000000000004,44.09617427833917
823,380,0.30000000000000004,0.4,58.79488038443121
824,380,0.30000000000000004,0.5,73.49357716386088
825,380,0.30000000000000004,0.6,88.19226461663705
826,380,0.30000000000000004,0.7000000000000001,102.89094274276862
827,380,0.30000000000000004,0.8,117.58961154226441
828,380,0.30000000000000004,0.9,132.28827101513335
829,380,0.30000000000000004,1.0,146.98692116138426
830,380,0.4,0.1,19.598305897050572
831,380,0.4,0.2,39.19659935852369
832,380,0.4,0.30000000000000004,58.79488038443121
833,380,0.4,0.4,78.39314897478494
834,380,0.4,0.5,97.9914051295967
835,380,0.4,0.6,117.58964884887837
836,380,0.4,0.7000000000000001,137.18788013264182
837,380,0.4,0.8,156.78609898089877
838,380,0.4,0.9,176.38430539366112
839,380,0.4,1.0,195.9824993709407
840,380,0.5,0.1,24.497874599077306
841,380,0.5,0.2,48.99573365369266
842,380,0.5,0.30000000000000004,73.49357716386088
843,380,0.5,0.4,97.9914051295967
844,380,0.5,0.5,122.48921755091497
845,380,0.5,0.6,146.98701442783045
846,380,0.5,0.7000000000000001,171.48479576035803
847,380,0.5,0.8,195.98256154851234
848,380,0.5,0.9,220.4803117923083
849,380,0.5,1.0,244.97804649176064
850,380,0.6,0.1,29.397440192215594
851,380,0.6,0.2,58.79486173108867
852,380,0.6,0.30000000000000004,88.19226461663705
853,380,0.6,0.4,117.58964884887835
854,380,0.6,0.5,146.98701442783045
855,380,0.6,0.6,176.38436135351103
856,380,0.6,0.7000000000000001,205.78168962593796
857,380,0.6,0.8,235.1789992451288
858,380,0.6,0.9,264.5762902111015
859,380,0.6,1.0,293.9735625238736
860,380,0.7000000000000001,0.1,34.29700267646841
861,380,0.7000000000000001,0.2,68.5939835907177
862,380,0.7000000000000001,0.30000000000000004,102.89094274276863
863,380,0.7000000000000001,0.4,137.18788013264182
864,380,0.7000000000000001,0.5,171.48479576035803
865,380,0.7000000000000001,0.6,205.781689625938
866,380,0.7000000000000001,0.7000000000000001,240.07856172940248
867,380,0.7000000000000001,0.8,274.37541207077203
868,380,0.7000000000000001,0.9,308.67224065006747
869,380,0.7000000000000001,1.0,342.96904746730945
870,380,0.8,0.1,39.19656205183868
871,380,0.8,0.2,78.39309923258558
872,380,0.8,0.30000000000000004,117.58961154226441
873,380,0.8,0.4,156.78609898089877
874,380,0.8,0.5,195.98256154851234
875,380,0.8,0.6,235.17899924512884
876,380,0.8,0.7000000000000001,274.37541207077203
877,380,0.8,0.8,313.57180002546534
878,380,0.8,0.9,352.7681631092326
879,380,0.8,1.0,391.9645013220974
880,380,0.9,0.1,44.096118318329395
881,380,0.9,0.2,88.19220865669828
882,380,0.9,0.30000000000000004,132.28827101513335
883,380,0.9,0.4,176.38430539366112
884,380,0.9,0.5,220.4803117923083
885,380,0.9,0.6,264.5762902111015
886,380,0.9,0.7000000000000001,308.67224065006747
887,380,0.9,0.8,352.7681631092326
888,380,0.9,0.9,396.86405758862367
889,380,0.9,1.0,440.95992408826726
890,380,1.0,0.1,48.99567147594349
891,380,1.0,0.2,97.9913118630617
892,380,1.0,0.30000000000000004,146.98692116138426
893,380,1.0,0.4,195.9824993709407
894,380,1.0,0.5,244.97804649176064
895,380,1.0,0.6,293.9735625238736
896,380,1.0,0.7000000000000001,342.96904746730945
897,380,1.0,0.8,391.9645013220974
898,380,1.0,0.9,440.95992408826726
899,380,1.0,1.0,489.95531576584847
900,390,0.1,0.1,9.005622536216341
901,390,0.1,0.2,18.011237166544003
902,390,0.1,0.30000000000000004,27.0168438909934
903,390,0.1,0.4,36.02244270957492
904,390,0.1,0.5,45.028033622299006
905,390,0.1,0.6,54.03361662917605
906,390,0.1,0.7000000000000001,63.03919173021647
907,390,0.1,0.8,72.04475892543067
908,390,0.1,0.9,81.05031821482906
909,390,0.1,1.0,90.05586959842206
910,390,0.2,0.1,18.011237166544003
911,390,0.2,0.2,36.02245852132452
912,390,0.2,0.30000000000000004,54.0336640643624
913,390,0.2,0.4,72.0448537956784
914,390,0.2,0.5,90.05602771529341
915,390,0.2,0.6,108.06718582322823
916,390,0.2,0.7000000000000001,126.07832811950368
917,390,0.2,0.8,144.08945460414057
918,390,0.2,0.9,162.10056527715972
919,390,0.2,1.0,180.11166013858198
920,390,0.30000000000000004,0.1,27.016843890993396
921,390,0.30000000000000004,0.2,54.03366406436239
922,390,0.30000000000000004,0.30000000000000004,81.05046052013824
923,390,0.30000000000000004,0.4,108.0672332583521
924,390,0.30000000000000004,0.5,135.0839822790353
925,390,0.30000000000000004,0.6,162.100707582219
926,390,0.30000000000000004,0.7000000000000001,189.1174091679345
927,390,0.30000000000000004,0.8,216.13408703621297
928,390,0.30000000000000004,0.9,243.15074118708566
929,390,0.30000000000000004,1.0,270.1673716205838
930,390,0.4,0.1,36.02244270957492
931,390,0.4,0.2,72.0448537956784
932,390,0.4,0.30000000000000004,108.06723325835212
933,390,0.4,0.4,144.08958109763762
934,390,0.4,0.5,180.11189731357663
935,390,0.4,0.6,216.13418190621078
936,390,0.4,0.7000000000000001,252.15643487558177
937,390,0.4,0.8,288.1786562217311
938,390,0.4,0.9,324.2008459447005
939,390,0.4,1.0,360.22300404453165
940,390,0.5,0.1,45.028033622299006
941,390,0.5,0.2,90.05602771529341
942,390,0.5,0.30000000000000004,135.0839822790353
943,390,0.5,0.4,180.11189731357663
944,390,0.5,0.5,225.13977281896956
945,390,0.5,0.6,270.16760879526606
946,390,0.5,0.7000000000000001,315.1954052425184
947,390,0.5,0.8,360.2231621607783
948,390,0.5,0.9,405.25087955009803
949,390,0.5,1.0,450.2785574105296
950,390,0.6,0.1,54.033616629176045
951,390,0.6,0.2,108.06718582322821
952,390,0.6,0.30000000000000004,162.100707582219
953,390,0.6,0.4,216.13418190621076
954,390,0.6,0.5,270.16760879526606
955,390,0.6,0.6,324.2009882494474
956,390,0.6,0.7000000000000001,378.2343202688172
957,390,0.6,0.8,432.2676048534379
958,390,0.6,0.9,486.3008420033719
959,390,0.6,1.0,540.3340317186818
960,390,0.7000000000000001,0.1,63.039191730216466
961,390,0.7000000000000001,0.2,126.07832811950367
962,390,0.7000000000000001,0.30000000000000004,189.1174091679345
963,390,0.7000000000000001,0.4,252.15643487558174
964,390,0.7000000000000001,0.5,315.1954052425184
965,390,0.7000000000000001,0.6,378.23432026881727
966,390,0.7000000000000001,0.7000000000000001,441.2731799545513
967,390,0.7000000000000001,0.8,504.3119842997932
968,390,0.7000000000000001,0.9,567.3507333046161
969,390,0.7000000000000001,1.0,630.3894269690926
970,390,0.8,0.1,72.04475892543067
971,390,0.8,0.2,144.08945460414057
972,390,0.8,0.30000000000000004,216.134087036213
973,390,0.8,0.4,288.1786562217311
974,390,0.8,0.5,360.2231621607783
975,390,0.8,0.6,432.26760485343794
976,390,0.8,0.7000000000000001,504.31198429979327
977,390,0.8,0.8,576.3563004999274
978,390,0.8,0.9,648.4005534539237
979,390,0.8,1.0,720.4447431618656
980,390,0.9,0.1,81.05031821482906
981,390,0.9,0.2,162.10056527715972
982,390,0.9,0.30000000000000004,243.15074118708566
983,390,0.9,0.4,324.2008459447005
984,390,0.9,0.5,405.25087955009803
985,390,0.9,0.6,486.3008420033719
986,390,0.9,0.7000000000000001,567.350733304616
987,390,0.9,0.8,648.4005534539237
988,390,0.9,0.9,729.4503024513889
989,390,0.9,1.0,810.4999802971053
990,390,1.0,0.1,90.05586959842206
991,390,1.0,0.2,180.11166013858198
992,390,1.0,0.30000000000000004,270.1673716205838
993,390,1.0,0.4,360.22300404453165
994,390,1.0,0.5,450.2785574105296
995,390,1.0,0.6,540.3340317186818
996,390,1.0,0.7000000000000001,630.3894269690926
997,390,1.0,0.8,720.4447431618656
998,390,1.0,0.9,810.4999802971053
999,390,1.0,1.0,900.5551383749156
1000,400,0.1,0.1,16.056495026965386
1001,400,0.1,0.2,32.11297086603683
1002,400,0.1,0.30000000000000004,48.16942751724874
1003,400,0.1,0.4,64.22586498063546
1004,400,0.1,0.5,80.28228325623147
1005,400,0.1,0.6,96.33868234407109
1006,400,0.1,0.7000000000000001,112.39506224418876
1007,400,0.1,0.8,128.4514229566188
1008,400,0.1,0.9,144.50776448139575
1009,400,0.1,1.0,160.56408681855385
1010,400,0.2,0.1,32.11297086603683
1011,400,0.2,0.2,64.22590335633163
1012,400,0.2,0.30000000000000004,96.33879747095322
1013,400,0.2,0.4,128.45165320997032
1014,400,0.2,0.5,160.5644705734518
1015,400,0.2,0.6,192.6772495614664
1016,400,0.2,0.7000000000000001,224.78999017408296
1017,400,0.2,0.8,256.90269241137014
1018,400,0.2,0.9,289.01535627339695
1019,400,0.2,1.0,321.12798176023193
1020,400,0.30000000000000004,0.1,48.16942751724874
1021,400,0.30000000000000004,0.2,96.33879747095322
1022,400,0.30000000000000004,0.30000000000000004,144.50810986121667
1023,400,0.30000000000000004,0.4,192.6773646881422
1024,400,0.30000000000000004,0.5,240.84656195183305
1025,400,0.30000000000000004,0.6,289.01570165239235
1026,400,0.30000000000000004,0.7000000000000001,337.1847837899235
1027,400,0.30000000000000004,0.8,385.3538083645293
1028,400,0.30000000000000004,0.9,433.52277537631323
1029,400,0.30000000000000004,1.0,481.69168482537833
1030,400,0.4,0.1,64.22586498063546
1031,400,0.4,0.2,128.45165320997032
1032,400,0.4,0.30000000000000004,192.6773646881422
1033,400,0.4,0.4,256.9029994152885
1034,400,0.4,0.5,321.1285573915471
1035,400,0.4,0.6,385.35403861705527
1036,400,0.4,0.7000000000000001,449.5794430919508
1037,400,0.4,0.8,513.804770816371
1038,400,0.4,0.9,578.0300217904539
1039,400,0.4,1.0,642.2551960143367
1040,400,0.5,0.1,80.28228325623147
1041,400,0.5,0.2,160.5644705734518
1042,400,0.5,0.30000000000000004,240.84656195183305
1043,400,0.5,0.4,321.1285573915471
1044,400,0.5,0.5,401.410456892766
1045,400,0.5,0.6,481.69226045566154
1046,400,0.5,0.7000000000000001,561.973968080406
1047,400,0.5,0.8,642.2555797671711
1048,400,0.5,0.9,722.5370955161289
1049,400,0.5,1.0,802.8185153274513
1050,400,0.6,0.1,96.33868234407109
1051,400,0.6,0.2,192.6772495614664
1052,400,0.6,0.30000000000000004,289.0157016523924
1053,400,0.6,0.4,385.35403861705527
1054,400,0.6,0.5,481.69226045566154
1055,400,0.6,0.6,578.0303671684175
1056,400,0.6,0.7000000000000001,674.3683587555297
1057,400,0.6,0.8,770.706235217204
1058,400,0.6,0.9,867.0439965536474
1059,400,0.6,1.0,963.3816427650657
1060,400,0.7000000000000001,0.1,112.39506224418876
1061,400,0.7000000000000001,0.2,224.78999017408296
1062,400,0.7000000000000001,0.30000000000000004,337.1847837899235
1063,400,0.7000000000000001,0.4,449.5794430919508
1064,400,0.7000000000000001,0.5,561.973968080406
1065,400,0.7000000000000001,0.6,674.3683587555296
1066,400,0.7000000000000001,0.7000000000000001,786.7626151175627
1067,400,0.7000000000000001,0.8,899.1567371667455
1068,400,0.7000000000000001,0.9,1011.5507249033195
1069,400,0.7000000000000001,1.0,1123.9445783275246
1070,400,0.8,0.1,128.4514229566188
1071,400,0.8,0.2,256.90269241137014
1072,400,0.8,0.30000000000000004,385.3538083645293
1073,400,0.8,0.4,513.804770816371
1074,400,0.8,0.5,642.2555797671711
1075,400,0.8,0.6,770.706235217204
1076,400,0.8,0.7000000000000001,899.1567371667455
1077,400,0.8,0.8,1027.6070856160702
1078,400,0.8,0.9,1156.0572805654538
1079,400,0.8,1.0,1284.507322015171
1080,400,0.9,0.1,144.50776448139575
1081,400,0.9,0.2,289.01535627339695
1082,400,0.9,0.30000000000000004,433.52277537631323
1083,400,0.9,0.4,578.0300217904539
1084,400,0.9,0.5,722.5370955161289
1085,400,0.9,0.6,867.0439965536474
1086,400,0.9,0.7000000000000001,1011.5507249033195
1087,400,0.9,0.8,1156.0572805654538
1088,400,0.9,0.9,1300.5636635403607
1089,400,0.9,1.0,1445.0698738283493
1090,400,1.0,0.1,160.56408681855385
1091,400,1.0,0.2,321.12798176023193
1092,400,1.0,0.30000000000000004,481.69168482537833
1093,400,1.0,0.4,642.2551960143367
1094,400,1.0,0.5,802.8185153274513
1095,400,1.0,0.6,963.3816427650657
1096,400,1.0,0.7000000000000001,1123.9445783275246
1097,400,1.0,0.8,1284.507322015171
1098,400,1.0,0.9,1445.0698738283493
1099,400,1.0,1.0,1605.6322337674032
1100,410,0.1,0.1,27.831532876822585
1101,410,0.1,0.2,55.66302115521382
1102,410,0.1,0.30000000000000004,83.49446483528088
1103,410,0.1,0.4,111.32586391713099
1104,410,0.1,0.5,139.15721840087133
1105,410,0.1,0.6,166.98852828660907
1106,410,0.1,0.7000000000000001,194.81979357445152
1107,410,0.1,0.8,222.65101426450573
1108,410,0.1,0.9,250.482190356879
1109,410,0.1,1.0,278.3133218516785
1110,410,0.2,0.1,55.66302115521382
1111,410,0.2,0.2,111.32595311370787
1112,410,0.2,0.30000000000000004,166.9887958756965
1113,410,0.2,0.4,222.65154944139417
1114,410,0.2,0.5,278.3142138110152
1115,410,0.2,0.6,333.97678898477403
1116,410,0.2,0.7000000000000001,389.63927496288517
1117,410,0.2,0.8,445.30167174556277
1118,410,0.2,0.9,500.9639793330213
1119,410,0.2,1.0,556.6261977254754
1120,410,0.30000000000000004,0.1,83.49446483528088
1121,410,0.30000000000000004,0.2,166.9887958756965
1122,410,0.30000000000000004,0.30000000000000004,250.48299312156843
1123,410,0.30000000000000004,0.4,333.9770565732183
1124,410,0.30000000000000004,0.5,417.4709862309676
1125,410,0.30000000000000004,0.6,500.96478209513793
1126,410,0.30000000000000004,0.7000000000000001,584.4584441660511
1127,410,0.30000000000000004,0.8,667.9519724440286
1128,410,0.30000000000000004,0.9,751.4453669293916
1129,410,0.30000000000000004,1.0,834.9386276224625
1130,410,0.4,0.1,111.32586391713099
1131,410,0.4,0.2,222.65154944139417
1132,410,0.4,0.30000000000000004,333.9770565732183
1133,410,0.4,0.4,445.3023853130322
1134,410,0.4,0.5,556.6275356612645
1135,410,0.4,0.6,667.952507618344
1136,410,0.4,0.7000000000000001,779.2773011847
1137,410,0.4,0.8,890.6019163607607
1138,410,0.4,0.9,1001.926353146955
1139,410,0.4,1.0,1113.250611543712
1140,410,0.5,0.1,139.15721840087133
1141,410,0.5,0.2,278.3142138110152
1142,410,0.5,0.30000000000000004,417.4709862309676
1143,410,0.5,0.4,556.6275356612645
1144,410,0.5,0.5,695.7838621024417
1145,410,0.5,0.6,834.9399655550353
1146,410,0.5,0.7000000000000001,974.0958460195819
1147,410,0.5,0.8,1113.2515034966166
1148,410,0.5,0.9,1252.4069379866755
1149,410,0.5,1.0,1391.5621494902953
1150,410,0.6,0.1,166.98852828660904
1151,410,0.6,0.2,333.976788984774
1152,410,0.6,0.30000000000000004,500.9647820951379
1153,410,0.6,0.4,667.9525076183439
1154,410,0.6,0.5,834.9399655550353
1155,410,0.6,0.6,1001.9271559058553
1156,410,0.6,0.7000000000000001,1168.9140786714472
1157,410,0.6,0.8,1335.9007338524539
1158,410,0.6,0.9,1502.8871214495186
1159,410,0.6,1.0,1669.8732414632848
1160,410,0.7000000000000001,0.1,194.81979357445152
1161,410,0.7000000000000001,0.2,389.63927496288517
1162,410,0.7000000000000001,0.30000000000000004,584.4584441660511
1163,410,0.7000000000000001,0.4,779.2773011847
1164,410,0.7000000000000001,0.5,974.0958460195819
1165,410,0.7000000000000001,0.6,1168.9140786714472
1166,410,0.7000000000000001,0.7000000000000001,1363.7319991410473
1167,410,0.7000000000000001,0.8,1558.5496074291311
1168,410,0.7000000000000001,0.9,1753.3669035364494
1169,410,0.7000000000000001,1.0,1948.183887463753
1170,410,0.8,0.1,222.65101426450573
1171,410,0.8,0.2,445.30167174556277
1172,410,0.8,0.30000000000000004,667.9519724440286
1173,410,0.8,0.4,890.6019163607607
1174,410,0.8,0.5,1113.2515034966166
1175,410,0.8,0.6,1335.900733852454
1176,410,0.8,0.7000000000000001,1558.5496074291311
1177,410,0.8,0.8,1781.1981242275042
1178,410,0.8,0.9,2003.8462842484314
1179,410,0.8,1.0,2226.494087492771
1180,410,0.9,0.1,250.48219035687896
1181,410,0.9,0.2,500.96397933302126
1182,410,0.9,0.30000000000000004,751.4453669293916
1183,410,0.9,0.4,1001.9263531469549
1184,410,0.9,0.5,1252.4069379866755
1185,410,0.9,0.6,1502.8871214495186
1186,410,0.9,0.7000000000000001,1753.3669035364492
1187,410,0.9,0.8,2003.8462842484312
1188,410,0.9,0.9,2254.32526358643
1189,410,0.9,1.0,2504.80384155141
1190,410,1.0,0.1,278.3133218516785
1191,410,1.0,0.2,556.6261977254754
1192,410,1.0,0.30000000000000004,834.9386276224625
1193,410,1.0,0.4,1113.250611543712
1194,410,1.0,0.5,1391.5621494902953
1195,410,1.0,0.6,1669.8732414632848
1196,410,1.0,0.7000000000000001,1948.183887463753
1197,410,1.0,0.8,2226.494087492771
1198,410,1.0,0.9,2504.80384155141
1199,410,1.0,1.0,2783.1131496407447
1200,420,0.1,0.1,46.994594494666636
1201,420,0.1,0.2,93.98908940999651
1202,420,0.1,0.30000000000000004,140.9834847463061
1203,420,0.1,0.4,187.9777805039119
1204,420,0.1,0.5,234.97197668313046
1205,420,0.1,0.6,281.96607328427825
1206,420,0.1,0.7000000000000001,328.96007030767186
1207,420,0.1,0.8,375.95396775362764
1208,420,0.1,0.9,422.9477656224621
1209,420,0.1,1.0,469.94146391449186
1210,420,0.2,0.1,93.98908940999651
1211,420,0.2,0.2,187.97797966174147
1212,420,0.2,0.30000000000000004,281.9666707558679
1213,420,0.2,0.4,375.9551626930088
1214,420,0.2,0.5,469.94345547379714
1215,420,0.2,0.6,563.931549098866
1216,420,0.2,0.7000000000000001,657.9194435688484
1217,420,0.2,0.8,751.9071388843772
1218,420,0.2,0.9,845.8946350460853
1219,420,0.2,1.0,939.8819320546061
1220,420,0.30000000000000004,0.1,140.98348474630612
1221,420,0.30000000000000004,0.2,281.96667075586794
1222,420,0.30000000000000004,0.30000000000000004,422.94955802963494
1223,420,0.30000000000000004,0.4,563.9321465685566
1224,420,0.30000000000000004,0.5,704.9144363735825
1225,420,0.30000000000000004,0.6,845.8964274456621
1226,420,0.30000000000000004,0.7000000000000001,986.8781197857452
1227,420,0.30000000000000004,0.8,1127.8595133947808
1228,420,0.30000000000000004,0.9,1268.840608273718
1229,420,0.30000000000000004,1.0,1409.8214044235076
1230,420,0.4,0.1,187.9777805039119
1231,420,0.4,0.2,375.9551626930088
1232,420,0.4,0.30000000000000004,563.9321465685565
1233,420,0.4,0.4,751.9087321318212
1234,420,0.4,0.5,939.8849193840689
1235,420,0.4,0.6,1127.8607083265654
1236,420,0.4,0.7000000000000001,1315.8360989605771
1237,420,0.4,0.8,1503.8110912873697
